review_id,product_id,fake_prob
r0042179,B01M7OR06F,0.6086
r0042180,B084XR8S8D,0.5448
r0042181,B00R2TO8AK,0.1925
r0042182,B08665V1RQ,0.413
r0042183,B01ETVT6CS,0.4678
r0042184,B002WPOKHK,0.5501
r0042185,B09Y5HNY86,0.3368
r0042186,B5N2AP8I23,0.9582
r0042187,B07YVHTJB2,0.5208
r0042188,B00H78Q1D8,0.3876
r0042189,B087P5DN6R,0.3412
r0042190,B07VFS29V3,0.4949
r0042191,B099TPM7BN,0.2171
r0042192,B000VLYHXY,0.342
r0042193,B07W21YKLB,0.105
r0042194,B07XJYFZ5N,0.3378
r0042195,B0018P1YOM,0.5463
r0042196,B07JVV61GN,0.1393
r0042197,B071PF2539,0.2854
r0042198,B07TK2PSJF,0.5468
r0042199,B07WMNY8FQ,0.1026
r0042200,B082PMP3YK,0.584
r0042201,B075ZL77CY,0.3643
r0042202,B01N05FYNX,0.7327
r0042203,B0B5XG7H1G,0.1342
r0042204,BTHITJ20WX,0.9736
r0042205,B07C533XCW,0.7272
r0042206,B07DDDX1LB,0.2789
r0042207,BR189SQQGW,0.98
r0042208,B08328TSNS,0.0434
r0042209,B08MF5RX8B,0.3506
r0042210,B00TP1IZDE,0.7612
r0042211,B00PVCCS70,0.4331
r0042212,B008O0ZTPO,0.1944
r0042213,B07FVSBWXY,0.53
r0042214,B07FFCK54R,0.3924
r0042215,B00KMLH8MK,0.3693
r0042216,B005IYYF5E,0.6583
r0042217,BKOYYVI03E,0.943
r0042218,B07S5GYK14,0.5064
r0042219,B08LVVTVF5,0.3579
r0042220,B003I9GF9U,0.164
r0042221,B085TPM69T,0.1748
r0042222,B0B4WLJ3C2,0.1509
r0042223,B01ASFKHAE,0.1638
r0042224,B07YVLTGRM,0.2598
r0042225,B00O3MQ8XE,0.5273
r0042226,B01IIQVLG4,0.3882
r0042227,B0042T0HLM,0.4156
r0042228,B6M6CBTWUJ,0.969
r0042229,B0070Z7KME,0.7446
r0042230,B00DPNA3UG,0.4264
r0042231,B07T14MGXN,0.2883
r0042232,B01HBX9VC6,0.6686
r0042233,B06XYJB5LL,0.5706
r0042234,B015F4SS9U,0.3379
r0042235,B01AKTK50U,0.8501
r0042236,B012KYZ4B8,0.1873
r0042237,B00B3M5GZS,0.3
r0042238,B01E54U1RI,0.203
r0042239,B019X81S82,0.2389
r0042240,B01BEYRHBA,0.4563
r0042241,B077KGBF5D,0.8078
r0042242,B01HFWKXTS,0.8621
r0042243,B0BGBF4T64,0.4842
r0042244,B08X2H53H5,0.4721
r0042245,B08VSDM8PL,0.9282
r0042246,B08BL8DF9Y,0.3683
r0042247,B004UBWTC2,0.5277
r0042248,B087Z4L6KL,0.4416
r0042249,B32KRQAT7U,0.9008
r0042250,B00JZCXKUQ,0.3689
r0042251,B358SV8WXP,0.9629
r0042252,B00U52GXX6,0.117
r0042253,B08G1QXZC1,0.2233
r0042254,B01GL4HV64,0.2715
r0042255,B08CMJSNSL,0.3889
r0042256,B57IMEOHXE,0.9015
r0042257,B07BZMT572,0.283
r0042258,B07ZVH5HX4,0.2153
r0042259,B010ODKF0M,0.5448
r0042260,B0092MCQZ4,0.3837
r0042261,B075WSPZ9L,0.6142
r0042262,B07JJSKZVK,0.793
r0042263,B08F9YMY3R,0.3937
r0042264,B01G2KABD2,0.4859
r0042265,B075TF6Z9G,0.6264
r0042266,B01MAUI5VK,0.3069
r0042267,B0B14N2QZF,0.2036
r0042268,B07WD2FBQV,0.2934
r0042269,B007VP8GNK,0.6714
r0042270,B002JAXW6S,0.2026
r0042271,B0797B51Z7,0.1973
r0042272,B019GBG0IE,0.7822
r0042273,B0138WUN1M,0.3516
r0042274,B01N7P32PN,0.2274
r0042275,B00VRTPUEY,0.5655
r0042276,B083122WRC,0.3408
r0042277,B08P88LJKV,0.959
r0042278,B00XBRCWSM,0.3371
r0042279,B09XGSD8QT,0.2092
r0042280,B00P93UO5O,0.3449
r0042281,B01I21O72K,0.4406
r0042282,B01HPUUUMU,0.0728
r0042283,B074W1M23V,0.6205
r0042284,B00U2VQZC4,0.3197
r0042285,B00GTOJ6OM,0.4108
r0042286,B0002DU57I,0.7689
r0042287,B08HGQ3P72,0.4395
r0042288,B071W7D9FK,0.4551
r0042289,B016ZCJ2TQ,0.7709
r0042290,B089996PDW,0.7154
r0042291,B01C6IW696,0.7097
r0042292,B01FERSKA0,0.7513
r0042293,B012Q9NGE4,0.3444
r0042294,B06W56GY6Y,0.2745
r0042295,B000FEF1V4,0.6436
r0042296,B00EOT94QO,0.7622
r0042297,B088YWR6ST,0.3616
r0042298,B00B9V956O,0.3808
r0042299,B08CXKJ7TQ,0.2503
r0042300,B9C8KOO8UJ,0.959
r0042301,B08R36THMR,0.1175
r0042302,B08LGY9W9V,0.2648
r0042303,B08D34P39V,0.6791
r0042304,B00W4X8U26,0.695
r0042305,B07TWTJ4W8,0.3242
r0042306,B08CGS3DDK,0.4532
r0042307,B01FX46BH8,0.4177
r0042308,B01EKSKUL6,0.2898
r0042309,BS1VJDRHAS,0.98
r0042310,B082R31WSW,0.4188
r0042311,B00U0DBLLY,0.4021
r0042312,B000XRR7N8,0.3464
r0042313,B00946GD7K,0.1837
r0042314,B00TNREDHW,0.7573
r0042315,B07B3QV54Q,0.6109
r0042316,B08CXLSC2Y,0.1686
r0042317,B07Y2WSGVW,0.3166
r0042318,B01N5CJPSX,0.2998
r0042319,B07BJZ5MH8,0.234
r0042320,B01GC0DIMS,0.5035
r0042321,B07PWJRXZY,0.2738
r0042322,B00UOLBPZE,0.3021
r0042323,B06XWBDQ6L,0.5367
r0042324,B07MD79GK8,0.4973
r0042325,B01EADVNJE,0.1272
r0042326,BD10ONKVDI,0.9774
r0042327,B08Q3Q5KYX,0.7045
r0042328,B06XKGMPDL,0.3486
r0042329,B0193MMH3S,0.5806
r0042330,B07C8XX5H4,0.5256
r0042331,B07FBZF43L,0.5551
r0042332,B07RW5R4RQ,0.43
r0042333,B01M8P0JU2,0.7023
r0042334,B09HTBBQC6,0.4006
r0042335,B082BM7546,0.5403
r0042336,B01M7S78P9,0.2701
r0042337,B00946GJOM,0.439
r0042338,B07MJDPVMB,0.2262
r0042339,B077SWC7G5,0.2326
r0042340,B0769YSRJR,0.6906
r0042341,B01L2NM25Y,0.2529
r0042342,B07VMRQHV5,0.3007
r0042343,B01J7BR1A4,0.2263
r0042344,B099SCJHCW,0.3301
r0042345,B07Y8TMV15,0.3349
r0042346,B08ZYHKQ45,0.6725
r0042347,B07GQ383YV,0.2339
r0042348,B084XR8S8D,0.4129
r0042349,B07QTYCXKL,0.524
r0042350,B08CVJCS6J,0.521
r0042351,B00MZT4UEG,0.2261
r0042352,B01M07K8SL,0.3213
r0042353,B09GBFTX3V,0.1283
r0042354,B08KFGK4LM,0.1466
r0042355,B3SJCGY9KT,0.98
r0042356,B005BZQHEC,0.4648
r0042357,B01EUG393E,0.5861
r0042358,B08FKPLJFS,0.796
r0042359,B09MHXMH8X,0.3313
r0042360,B07LDDP5TV,0.3234
r0042361,B0092MCQZ4,0.155
r0042362,B08PF6CHBT,0.1299
r0042363,B003ILUQPM,0.6528
r0042364,B01M2BWVTI,0.1352
r0042365,B089GNMBNM,0.3299
r0042366,B00HZ0M7P4,0.1916
r0042367,B01MTCHMXY,0.6143
r0042368,B00885RX1I,0.5021
r0042369,B01BJCLNIA,0.627
r0042370,B014A17KUM,0.5966
r0042371,BXYSCO3FSD,0.9396
r0042372,B009RNCABS,0.3007
r0042373,BAJYANX6ZI,0.98
r0042374,B087QDDDVN,0.7764
r0042375,B0B4S4RCWC,0.1687
r0042376,B01MDTVZTZ,0.951
r0042377,B07BH5V9HH,0.3501
r0042378,B0719KWG8H,0.4994
r0042379,B08793JJSZ,0.1725
r0042380,BCQ7S7MI9V,0.9008
r0042381,B011773RYA,0.1778
r0042382,B097SPWVT4,0.4583
r0042383,B07F1JXLFM,0.4937
r0042384,B07CT3Z8FV,0.4182
r0042385,B01AY42P36,0.2472
r0042386,BYTAMOLQWP,0.943
r0042387,B08B1FNMMQ,0.6784
r0042388,B07K7VD98J,0.2805
r0042389,B015CY7YM0,0.5037
r0042390,B00J6CJSYM,0.4218
r0042391,B06XH1CX6P,0.1432
r0042392,B00KXFD75M,0.771
r0042393,B01A3VM9OK,0.6059
r0042394,B06XHJW64J,0.2933
r0042395,B09Z2MS2CZ,0.1872
r0042396,B06XHPBFGM,0.3487
r0042397,B00EORAP4G,0.5461
r0042398,B0788HNCNR,0.4763
r0042399,BHJG774QG7,0.9629
r0042400,B0732SGQ7M,0.3305
r0042401,B01IT942GQ,0.157
r0042402,B01CDVFPXU,0.6682
r0042403,B07Q4CWBQ6,0.4001
r0042404,B08G5M5X6V,0.2337
r0042405,B07D5FJYMB,0.2533
r0042406,B01AKUDT20,0.5807
r0042407,B075F1GQW3,0.1249
r0042408,B093TSLZDM,0.4706
r0042409,B071JMN7RL,0.5388
r0042410,B008MNGXDA,0.2133
r0042411,B098J8KMJC,0.4202
r0042412,B01591Z23E,0.739
r0042413,B07N975Z8M,0.1964
r0042414,B6FAAGS3WO,0.9015
r0042415,BWP0O6VAYN,0.8143
r0042416,B08JLK3QWC,0.6487
r0042417,B00BN3FYAE,0.6525
r0042418,B011BRUAX2,0.2393
r0042419,BHNMT6JDEZ,0.959
r0042420,B08CWX4ZDB,0.2323
r0042421,B08N4DDJZ7,0.4944
r0042422,B07M7DV6H6,0.3183
r0042423,B0756WQCV5,0.1109
r0042424,B071RL8568,0.1675
r0042425,B01N9UKJQ6,0.3448
r0042426,B07P7FFHGY,0.6774
r0042427,BVVSQ40AJN,0.9008
r0042428,B1TPX0XQ51,0.8876
r0042429,BDJVCVEXOQ,0.9582
r0042430,B07RNMZ7C2,0.6496
r0042431,B00GP3G7R6,0.447
r0042432,B0147I957O,0.3957
r0042433,B073RQWJWC,0.4123
r0042434,B00LHZ9BMU,0.5505
r0042435,B078NHZ1KC,0.2657
r0042436,B0001D35FI,0.3442
r0042437,B01GU9TE56,0.4318
r0042438,B018T2SNE0,0.2165
r0042439,B01M4GHTP5,0.7033
r0042440,B09MTJNLSB,0.2402
r0042441,B07Z9WC7TM,0.3262
r0042442,B077D5N92Z,0.1502
r0042443,B07DJ63S55,0.7577
r0042444,B077S3HRM6,0.2379
r0042445,B07G8VCSLZ,0.6783
r0042446,B01M3NSNKL,0.2422
r0042447,B08LDL3ZHD,0.2175
r0042448,B07M5HB65T,0.149
r0042449,B09DY9BYJZ,0.3203
r0042450,B019N8VNBO,0.2484
r0042451,B00NEOU5S6,0.4823
r0042452,B0798ZPL5H,0.7927
r0042453,B07Q5SKNF8,0.3604
r0042454,B000GBMYC0,0.3319
r0042455,B00NX5SVG4,0.7272
r0042456,BNOR9N23AC,0.9396
r0042457,B091FL16RM,0.5508
r0042458,B07KYWYWM5,0.5261
r0042459,B074RDBXCN,0.858
r0042460,B09K5D4DTS,0.2852
r0042461,B08MDY55RV,0.4566
r0042462,B005NITBXQ,0.1786
r0042463,B091Y1V1FZ,0.1613
r0042464,B00011QUDE,0.5801
r0042465,B06XPQBFX8,0.6619
r0042466,B07F3B17M9,0.2984
r0042467,B07G8MHVXQ,0.256
r0042468,B08XQD6JGK,0.6051
r0042469,B08RZ16QK6,0.2406
r0042470,B09R9336BK,0.3323
r0042471,B097GW5VY6,0.3008
r0042472,B085WM34YM,0.5686
r0042473,B07YSL66JV,0.6138
r0042474,B01D1DQWQS,0.5183
r0042475,B07L1WVVZK,0.2556
r0042476,B07R4H7FPL,0.1732
r0042477,B071XVJ2MJ,0.5567
r0042478,B00O9YVE7Q,0.4513
r0042479,B01CYTUXHO,0.3822
r0042480,B08VN76XPT,0.867
r0042481,B01B9YCJRC,0.951
r0042482,B07J48R69Z,0.7023
r0042483,B00JMPZ7M0,0.4407
r0042484,B01MRF8BF1,0.7764
r0042485,B012RK4G00,0.1013
r0042486,B01KIMMY6C,0.2995
r0042487,B01728D3RY,0.1269
r0042488,B079TY6SQW,0.615
r0042489,B01GK5YW8O,0.3126
r0042490,BIWCQTT857,0.9736
r0042491,B084RYLJJQ,0.5953
r0042492,B07X1VSC9V,0.4004
r0042493,B09M2CF3Q8,0.8894
r0042494,B007QG7G3U,0.788
r0042495,BJKGVUNR8V,0.9975
r0042496,B09GL5V72G,0.4743
r0042497,B5ZWBIZJP9,0.98
r0042498,B00O4KW5EQ,0.3769
r0042499,B01557EHW4,0.4787
r0042500,B00WQEJV6M,0.5902
r0042501,B01DUYNJL4,0.6797
r0042502,B07G441LX6,0.5766
r0042503,B01CLYSON2,0.9122
r0042504,B00U9LBXYM,0.5358
r0042505,B06XKWVGQZ,0.6066
r0042506,B009N3VBX0,0.1978
r0042507,B08B1PR9C7,0.655
r0042508,B06XHPHHR4,0.4815
r0042509,B077BK8JB8,0.9057
r0042510,B07MBFTFGZ,0.1693
r0042511,B07DLWZWTJ,0.2573
r0042512,B00I6JLQ64,0.2625
r0042513,B082RD77G5,0.8178
r0042514,B07TK6647L,0.335
r0042515,BNR2GW5MJL,0.9218
r0042516,B07MBHXMPL,0.609
r0042517,B00TNREDHW,0.1696
r0042518,B012Q9NGE4,0.6373
r0042519,B07QPFYT5M,0.5193
r0042520,B07HWWVQ2W,0.5755
r0042521,B06Y5XQ6SJ,0.5527
r0042522,B004T4V480,0.3746
r0042523,B088T94C5D,0.495
r0042524,B073QWNMJT,0.6234
r0042525,B010EWMLKK,0.7449
r0042526,B07GC51TYL,0.3254
r0042527,B00YFPIJ86,0.2148
r0042528,B09BN25Q6F,0.2885
r0042529,B015ONIW20,0.4193
r0042530,B0733PVGYW,0.2191
r0042531,B079L7437P,0.848
r0042532,B0093MXHFG,0.5921
r0042533,B00BI43PA4,0.3458
r0042534,B087CFV1CM,0.3674
r0042535,B7L86W1L8O,0.9582
r0042536,B07ZNS7NXJ,0.7601
r0042537,B071ZS9BLK,0.7471
r0042538,B0B3DD5T8X,0.4842
r0042539,B0719CPW2T,0.2962
r0042540,B08P7L116R,0.7022
r0042541,B07GFC55BN,0.3146
r0042542,B088W64N2B,0.4335
r0042543,B09KV2K6TR,0.2216
r0042544,B08SLM87WF,0.4794
r0042545,B09WSVFSGJ,0.2977
r0042546,B07CYKJS81,0.2317
r0042547,B08L386NR7,0.496
r0042548,B002E4VK40,0.3954
r0042549,B0855LJL57,0.3014
r0042550,B071KFMDYD,0.4275
r0042551,B003ZZBL2I,0.3688
r0042552,B01F99RQQW,0.6732
r0042553,B01H6QBHYI,0.3422
r0042554,B084Z5WGKD,0.6103
r0042555,B0773BZBYD,0.1577
r0042556,B003XKUGIA,0.2539
r0042557,B07HVFJ7RK,0.6187
r0042558,B073VLRCKV,0.5065
r0042559,B07DL1CWKP,0.1731
r0042560,B00T84A2KM,0.1446
r0042561,B07CZ51ZLS,0.5814
r0042562,B09KZ2KPYS,0.8599
r0042563,B071P6D1M8,0.7144
r0042564,B01FYFH044,0.4211
r0042565,B09F5K5T5B,0.3503
r0042566,B07G8VCSLZ,0.6833
r0042567,B00FAMV18I,0.2118
r0042568,B06Y66GWRP,0.2114
r0042569,B08BYMRM3V,0.6801
r0042570,B07GDB741S,0.2541
r0042571,B01BQXYWQM,0.0916
r0042572,B07CR7SLX7,0.6164
r0042573,B0875SWNC6,0.1618
r0042574,B0978BZVDD,0.4924
r0042575,B001CLAB0A,0.9762
r0042576,B00P8OHWK4,0.222
r0042577,B07CSDXWQC,0.8952
r0042578,B882STEIKO,0.8876
r0042579,B0104DLSB2,0.2198
r0042580,B08XLYGLRH,0.6857
r0042581,B083CXR5V8,0.3731
r0042582,B0824VW3WQ,0.1335
r0042583,B016PHPFI8,0.2028
r0042584,B098SYW3L5,0.848
r0042585,BETJZR00OQ,0.8594
r0042586,B08K8P7LN6,0.4353
r0042587,B00PKIE760,0.5552
r0042588,B0009MFUO0,0.4755
r0042589,B06XRZ6Q4Z,0.9527
r0042590,B017FYTGHQ,0.6493
r0042591,B0993GBV4W,0.6648
r0042592,B06XHJ7VDQ,0.426
r0042593,B08TBNT45S,0.2521
r0042594,B00J88E1MI,0.4506
r0042595,B07NDP7ZFL,0.3282
r0042596,B08TKLYCLP,0.2716
r0042597,B0019CK0IK,0.4538
r0042598,BE1UM4OOBI,0.9774
r0042599,B07WCL21NW,0.3678
r0042600,B001F51UJO,0.1921
r0042601,B07XYWRN3R,0.5051
r0042602,B08L1TXZ8L,0.3292
r0042603,B00I2YY1CY,0.3678
r0042604,B01N0V6NQ8,0.219
r0042605,B018C0AXTW,0.4224
r0042606,B0B95WG8L5,0.4739
r0042607,B08L5KN7X4,0.4255
r0042608,B00BQUALEI,0.2939
r0042609,B00H1M8R3C,0.1847
r0042610,B01MQHOHV9,0.4811
r0042611,B07TNZVFN4,0.301
r0042612,B07SDR3CP5,0.5217
r0042613,B074PPN885,0.3655
r0042614,B00B4VILQO,0.5894
r0042615,B08DFJNRYB,0.2468
r0042616,BKII6OJRCK,0.98
r0042617,B07V7TLR66,0.6204
r0042618,B07K8Q8P2N,0.5525
r0042619,B07L2F56KN,0.7374
r0042620,BVXUWIV8FH,0.9629
r0042621,B09MKLLL5J,0.3168
r0042622,B07L4SGB1J,0.6446
r0042623,B093KZHW2G,0.3964
r0042624,B08ZCPVWDT,0.7259
r0042625,B01LYJX8SH,0.7588
r0042626,B08HLZD1NQ,0.6355
r0042627,B01N4CBPPQ,0.4493
r0042628,BQQKWYWN88,0.951
r0042629,B08HQ6VZPQ,0.28
r0042630,B00CBBHUJA,0.3676
r0042631,B088D2ZCD5,0.3562
r0042632,B001FB0AHQ,0.4535
r0042633,B08RDVB8D5,0.4174
r0042634,B00F8KPU6Q,0.3301
r0042635,B07J29JS1D,0.2472
r0042636,B09V81J6NZ,0.3909
r0042637,B09FL6H93Z,0.3835
r0042638,B01MSMPDNH,0.5642
r0042639,B7QG0RBIPA,0.9774
r0042640,B074W6ZZNW,0.5455
r0042641,B07NZXPXPN,0.7885
r0042642,B096Y1NG5T,0.3459
r0042643,B07N45NL9L,0.2636
r0042644,B017I3PBBY,0.8321
r0042645,B082RD77G5,0.2255
r0042646,B00GTPCL0C,0.3512
r0042647,B01N3OYSUY,0.6429
r0042648,B0111R6T78,0.1856
r0042649,B00H4BZM9M,0.7993
r0042650,B079F67V9B,0.6754
r0042651,B00164E0NM,0.3779
r0042652,BGSYTL6M87,0.9975
r0042653,B07W9K4KKV,0.7347
r0042654,B07W84CSLL,0.1085
r0042655,B00MRHBA30,0.653
r0042656,B004CNIQQQ,0.8731
r0042657,B01JOL7EHM,0.4225
r0042658,B07H3BD7ZG,0.6837
r0042659,B0BS6GVSPX,0.3944
r0042660,B071P3LWPZ,0.5716
r0042661,B00YQTQ9I8,0.1424
r0042662,B07J2LDRZ3,0.1089
r0042663,B08GS97MR1,0.3202
r0042664,B07XTQM1XF,0.4413
r0042665,B007GQLXJI,0.3208
r0042666,B07X5BT3CY,0.601
r0042667,B0899SR6GQ,0.959
r0042668,B078X2RD3K,0.0972
r0042669,B07PWJRXZY,0.2662
r0042670,B07WF9S331,0.5884
r0042671,B06XGGT8M9,0.2381
r0042672,BXEQNMX3WA,0.9629
r0042673,B004IUJHYS,0.5008
r0042674,B08RNQNFW1,0.5554
r0042675,B09H7MX84S,0.2496
r0042676,B0828V3LH2,0.5561
r0042677,B079NV9PBG,0.2606
r0042678,B07S9DLZGT,0.2263
r0042679,B0B5PD3QM2,0.2082
r0042680,B0001HYLQG,0.4605
r0042681,B086C61XHH,0.2288
r0042682,B07GDD4MTK,0.951
r0042683,B07K6R7JH9,0.6459
r0042684,B07Q82VGTV,0.4804
r0042685,B07QMXKR45,0.6477
r0042686,B01LBXF4QO,0.4141
r0042687,B08DQN9D2B,0.3408
r0042688,B01MDTVZTZ,0.3995
r0042689,B06Y25MZFM,0.5267
r0042690,B07T3WQPRF,0.2376
r0042691,B000GBMYC0,0.9008
r0042692,B0027F0CAY,0.8853
r0042693,B0092MCQZ4,0.4269
r0042694,B004H5D40W,0.6827
r0042695,B0871W8XBZ,0.1135
r0042696,B074Q2GR3F,0.1806
r0042697,B08JZ4T1HX,0.5466
r0042698,B07BJC2KVK,0.1771
r0042699,B08NX42K6J,0.2975
r0042700,B07FN4M45L,0.3865
r0042701,B08Y7L6RBR,0.2971
r0042702,B0817XRPFC,0.3793
r0042703,B00014FTTC,0.2112
r0042704,B01DUYNJL4,0.2895
r0042705,BXWTLRCTFF,0.9666
r0042706,B083Y585KB,0.6024
r0042707,B00WZSCZVM,0.1941
r0042708,B07YWS7XF4,0.5308
r0042709,B00V7600YW,0.1551
r0042710,BJ872Z9JAI,0.9629
r0042711,B08S31HPNN,0.3718
r0042712,B07R4H7FPL,0.5564
r0042713,B00937QPL4,0.4656
r0042714,B01DGWYQCG,0.5721
r0042715,B00MH2UR3Y,0.2469
r0042716,BFDPTMB3BW,0.9218
r0042717,B08LMST1N9,0.2625
r0042718,BQW4FE3AIL,0.969
r0042719,B07CT88DYS,0.6809
r0042720,B07BJW76P3,0.372
r0042721,B6DT4ZLWYW,0.9777
r0042722,B08S3S3Y4L,0.7637
r0042723,B01CDHJQFC,0.4587
r0042724,B09XTT6QMZ,0.3943
r0042725,B00JPVXX9K,0.2259
r0042726,B07T7KQ28D,0.2765
r0042727,B019GBG0IE,0.2177
r0042728,B01M8M1J8J,0.2706
r0042729,B01BLSJQLI,0.2323
r0042730,B07RZBYN7G,0.2625
r0042731,B3KHZNII2G,0.9669
r0042732,B0186AH6VG,0.9112
r0042733,B2B036S0AA,0.9396
r0042734,B641QIFEZK,0.9666
r0042735,BPO566AYSF,0.9975
r0042736,B07H23KW68,0.4865
r0042737,BC7D4DV0TY,0.9777
r0042738,B008JHO4E4,0.2599
r0042739,B07GGS6MZW,0.5633
r0042740,B07ZK76XZP,0.3274
r0042741,B08DJ24295,0.6126
r0042742,B07GDNY2RS,0.8328
r0042743,B087BC7GPT,0.8866
r0042744,B07MC84KMN,0.2794
r0042745,B07TXM5P3D,0.3094
r0042746,B00HHFNG0M,0.3996
r0042747,B08DVDKM52,0.394
r0042748,B13NTZ5ERK,0.9236
r0042749,B07HFB5WFS,0.4685
r0042750,B009BB7002,0.4639
r0042751,B00EOT94QO,0.6689
r0042752,B00BEYJYKS,0.424
r0042753,B07X8W7GJZ,0.3152
r0042754,B08F4WH8LY,0.7136
r0042755,B07578KDX6,0.2285
r0042756,B0B49VKP9J,0.8642
r0042757,B0725R56CH,0.7471
r0042758,B00I111SU6,0.6327
r0042759,B01MYB5J2L,0.5642
r0042760,B082Q58ZTV,0.8613
r0042761,BULRHEXR4D,0.9736
r0042762,BJBXQPEWH3,0.9774
r0042763,B00JIXU9EW,0.3927
r0042764,B07G41C18W,0.2878
r0042765,B01JTB07TY,0.5792
r0042766,B079CW539Y,0.2395
r0042767,B07BWFC55T,0.5877
r0042768,B0865WJPBZ,0.5495
r0042769,BDMQVOR7KK,0.9669
r0042770,B088D1LKXX,0.4072
r0042771,B09NJDTJQK,0.399
r0042772,B07Z6DTWTN,0.5805
r0042773,B0BVVX9Y6R,0.2862
r0042774,B00KMFDIMA,0.601
r0042775,B07R86T65R,0.337
r0042776,B08PQFFDYF,0.5655
r0042777,B08GX1BJDR,0.3851
r0042778,B00RIESYMW,0.1513
r0042779,B002B9FX5A,0.1412
r0042780,B06XBJWQKP,0.7771
r0042781,B07B65F6G5,0.4868
r0042782,BVGZUK9NZJ,0.9669
r0042783,B00JJV2XL0,0.6463
r0042784,B0B2113364,0.2242
r0042785,B01JLDWKJA,0.2014
r0042786,B00CQ16CT4,0.0856
r0042787,B0170KYQVG,0.8178
r0042788,B081D2R47W,0.2902
r0042789,B07HH18JK6,0.1811
r0042790,B096YHL82K,0.397
r0042791,B09SH1FD9S,0.3255
r0042792,B00EEN2HCS,0.2976
r0042793,B00STUJ1Y4,0.6216
r0042794,B099FH9Z3D,0.4066
r0042795,B07DVD927B,0.2457
r0042796,B009G4BYX8,0.328
r0042797,BY37SRJGV2,0.8876
r0042798,B07GCJJ4HT,0.2498
r0042799,B097T9F3JD,0.5272
r0042800,B095BXS6JQ,0.3172
r0042801,B07SNDXJYS,0.2787
r0042802,B01J8UT0NK,0.7557
r0042803,B07HKNC7HL,0.9582
r0042804,B0117Y7U9G,0.3413
r0042805,B07S4G5B5B,0.2457
r0042806,B08GWWN5NN,0.2802
r0042807,B082PCR96K,0.2384
r0042808,B01AGBACMS,0.5881
r0042809,B07CNPVG3N,0.4272
r0042810,B0895XPZNT,0.5422
r0042811,B0948DVBM8,0.5143
r0042812,B00N9KBC2I,0.7448
r0042813,B08FT6ZJBH,0.2375
r0042814,B01FHYPJO0,0.369
r0042815,B0015KVD8C,0.4165
r0042816,B4NW8LZHO3,0.959
r0042817,B00K15XTLG,0.0707
r0042818,B01881NGDU,0.4591
r0042819,B07H36TJ7H,0.607
r0042820,BHR3SSI2K9,0.98
r0042821,816091846,0.8361
r0042822,B07T8RNCMV,0.8043
r0042823,B01N5CJPSX,0.5392
r0042824,B07YWPSBRR,0.3006
r0042825,B0092MCQZ4,0.4183
r0042826,B082LSJG9W,0.5657
r0042827,B006GDQL44,0.1916
r0042828,B085FWS1FP,0.2315
r0042829,B016APSNKM,0.1468
r0042830,B085T97771,0.4777
r0042831,B06XC66Y2M,0.5072
r0042832,B01GS7QKQQ,0.739
r0042833,B00YBBIZC4,0.3683
r0042834,B07GG479G3,0.5096
r0042835,B08RDQ1RVH,0.481
r0042836,B07JHVCJF8,0.5499
r0042837,B00355EOHW,0.2426
r0042838,B00HY7S61W,0.7639
r0042839,B073SBNLJJ,0.3121
r0042840,B01M07J1UC,0.4409
r0042841,B3QYKJVIH9,0.9669
r0042842,B07H3MGNJ9,0.1716
r0042843,B07ZJKVVLW,0.2877
r0042844,BO7NIYNRQ8,0.9015
r0042845,B6U6KUHZJ1,0.9975
r0042846,B06XCP1ST6,0.6796
r0042847,B07142KFHJ,0.187
r0042848,B0090WZYI2,0.5378
r0042849,B01HR3CZFU,0.4039
r0042850,B09BTD24F1,0.2984
r0042851,B07ZJKVVLW,0.6505
r0042852,B00U1VON42,0.3695
r0042853,BZYNGOMUJ6,0.9015
r0042854,B01AONIWZM,0.8109
r0042855,B001B68ZHW,0.5256
r0042856,B01FI99AFI,0.4144
r0042857,B07FXGD735,0.4083
r0042858,B07QS8PP13,0.5847
r0042859,B08DKG8TJJ,0.5374
r0042860,B00K3WN0JS,0.111
r0042861,B099278V9H,0.2981
r0042862,B000V5F2NO,0.4871
r0042863,B00EEN2HCS,0.2043
r0042864,B076FQSL74,0.6388
r0042865,B00AM15K16,0.7802
r0042866,B072X6RR6X,0.3593
r0042867,B07WYCQ67R,0.3776
r0042868,B009FX2XCG,0.4853
r0042869,B5MJZK0QZM,0.9736
r0042870,B01J5C2R2M,0.4492
r0042871,B075DFCDN2,0.282
r0042872,B01C1QVI74,0.4729
r0042873,B08Q76S3MS,0.1792
r0042874,B01K1JGLSY,0.6307
r0042875,B00I12SP8I,0.4501
r0042876,B01K86X4HG,0.567
r0042877,B07GT9KTGK,0.391
r0042878,BTLUYR3SFH,0.9777
r0042879,B001TKE47A,0.2412
r0042880,B071GQJXZX,0.1333
r0042881,B00KIC0QDQ,0.6335
r0042882,B0718VN8S9,0.9008
r0042883,B07K1XVK48,0.3584
r0042884,B08BTKWX32,0.4404
r0042885,B0713TRG64,0.4938
r0042886,B08T1FFRLF,0.3963
r0042887,B08DJ24295,0.1339
r0042888,B08R5DJGZQ,0.2123
r0042889,B01LMXWJOI,0.4
r0042890,B001T88N0G,0.6114
r0042891,BJ8N2XKHLG,0.8876
r0042892,B08MDT5PWT,0.2881
r0042893,B0011DL8T2,0.6198
r0042894,B0BK7VBLHF,0.7081
r0042895,B014TA44OO,0.636
